Name,Publications,Total citations,Median citations,h-index,h-frac-index,hm-index,h-leadership-index,% first author,% last author,% single author,Median author position,i10-index,Average number of Authors,Median number of Authors
"Emran, Talha Bin",505,11886,9.0,56,9,16,55,1.78,33.86,0.0,7.0,249,10.4,10.0
